FREQUENCY,NUMBER,WORDS,CATEGORY
46,10,We Are a Beacon,Lexicon
46,10,Whole Life,Lexicon
46,10,Wisdom,Lexicon
46,10,Wonder,Lexicon
46,10,Woven,Lexicon
46,10,You Are a Friend,Lexicon
46,10,You Are a Verb,Lexicon
46,10,You Are Caring,Lexicon
46,10,Your Friend,Lexicon
46,10,Your Glow,Lexicon
46,10,Your New Day,Lexicon
47,11,A Mansion,Lexicon
47,11,Absorbing,Lexicon
47,11,Act Now,Lexicon
47,11,Agents,Lexicon
47,11,All Yours,Lexicon
47,11,All-At-Once,Lexicon
47,11,Angel Choir,Lexicon
47,11,Archangel,Angel
47,11,Assured,Lexicon
47,11,Avatar,Lexicon
47,11,Baby Star,Lexicon
47,11,Beautiful Being,Lexicon
47,11,Better,Lexicon
47,11,Big Dipper,Celestial
47,11,Bringing,Lexicon
47,11,Buddha Bellies,Lexicon
47,11,Catalyze,Lexicon
47,11,Charisma,Lexicon
47,11,Confident,Lexicon
47,11,Contact,Lexicon
47,11,Courage + Love,Lexicon
47,11,Courteous,Lexicon
47,11,Courtesy,Lexicon
47,11,Crescendo,Lexicon
47,11,Curiosity,Lexicon
47,11,Desires,Lexicon
47,11,Devotion,Lexicon
47,11,Divinity,Lexicon
47,11,Double Helix,Lexicon
47,11,Dripping,Lexicon
47,11,Empirical,Lexicon
47,11,Employing,Lexicon
47,11,Encourages,Lexicon
47,11,Enjoy Now,Lexicon
47,11,Equilibrium,Lexicon
47,11,Estate,Lexicon
47,11,Everyday Life,Lexicon
47,11,Evident,Lexicon
47,11,Eyes of a Poet,Lexicon
47,11,Facilitate,Lexicon
47,11,Free and Easy,Lexicon
47,11,Friends,Lexicon
47,11,Fruitful,Lexicon
47,11,Fully Clear,Lexicon
47,11,Genesis (10),Oracle
47,11,Geometric,Lexicon
47,11,Glyphs,Lexicon
47,11,Golden Bodies,Lexicon
47,11,Govern,Lexicon
47,11,Grandeur,Lexicon
47,11,Great Deal,Lexicon
47,11,Green + Gold,Lexicon
47,11,Happy to Be,Lexicon
47,11,Heightened,Lexicon
47,11,High Speed,Lexicon
47,11,Higher Logic,Lexicon
47,11,Honoring,Lexicon
47,11,Hurricane,Lexicon
47,11,Hypnotic,Lexicon
47,11,I Am Feeling Good,Lexicon
47,11,I Am Healthy,Lexicon
47,11,I Am in Love,Lexicon
47,11,Immaculate,Lexicon
47,11,Inherit,Lexicon
47,11,Invaluable,Lexicon
47,11,Invited,Lexicon
47,11,Iridescence,Lexicon
47,11,Jingles,Lexicon
47,11,Kindling,Lexicon
47,11,Language of Life,Lexicon
47,11,Lavish,Lexicon
47,11,Level Up,Lexicon
47,11,Life Path,Lexicon
47,11,Lighten,Lexicon
47,11,Love Loop,Lexicon
47,11,Love Money,Lexicon
47,11,Masculine,Lexicon
47,11,Moment,Lexicon
47,11,My Kind Eyes,Lexicon
47,11,New Era Body,Lexicon
47,11,New Ideas,Lexicon
47,11,North,Lexicon
47,11,Not Alone,Lexicon
47,11,Now Free,Lexicon
47,11,Number One,Lexicon
47,11,Offer a Gift,Lexicon
47,11,Opened by My Choice,Lexicon
47,11,Optimal,Lexicon
47,11,Orbiting,Lexicon
47,11,Ordering,Lexicon
47,11,Our Allies,Lexicon
47,11,Our New Body,Lexicon
47,11,Outflow,Lexicon
47,11,Panorama,Lexicon
47,11,Passage,Lexicon
47,11,Pause Here,Lexicon
47,11,Pegasus,Mythology
47,11,Play Ukulele,Lexicon
47,11,Playtime,Lexicon
47,11,Popular,Lexicon
47,11,Predict,Lexicon
47,11,Proceeding,Lexicon
47,11,Proclaim,Lexicon
47,11,Producing,Lexicon
47,11,Propel,Lexicon
47,11,Purple,Color
47,11,Receiver,Lexicon
47,11,Regulated,Lexicon
47,11,Ripple,Lexicon
47,11,Scribes,Lexicon
47,11,Scrying,Lexicon
47,11,Security,Lexicon
47,11,Seeding Life,Lexicon
47,11,Seraph,Angel
47,11,Sharp,Lexicon
47,11,Singing,Lexicon
47,11,Smooth,Lexicon
47,11,Soul Family,Lexicon
47,11,Speak Up,Lexicon
47,11,Sphere,Lexicon
47,11,Spleen,Lexicon
47,11,SRW,Lexicon
47,11,State,Lexicon
47,11,Synonym,Lexicon
47,11,Take a Break,Lexicon
47,11,Take a Nap,Lexicon
47,11,Taste,Lexicon
47,11,Tats,Lexicon
47,11,Temple,Lexicon
47,11,Test,Lexicon
47,11,Tets,Geometry
47,11,"TFS, L3",Lexicon
47,11,The Angel,Oracle
47,11,The Ankh,Lexicon
47,11,The Auryn,Lexicon
47,11,The Body of Gold,Lexicon
47,11,The Gift,Lexicon
47,11,The Muse,Lexicon
47,11,The Oracle,Lexicon
47,11,The Same,Lexicon
47,11,Themes,Lexicon
47,11,Throne,Lexicon
47,11,Through,Lexicon
47,11,Tree of Life,Geometry
47,11,True Beauty,Lexicon
47,11,Undivided Aim,Lexicon
47,11,Upward,Lexicon
47,11,Very Fluid,Lexicon
47,11,Virtue,Oracle
47,11,Wands,Oracle
47,11,We Win,Lexicon
47,11,We Won,Lexicon
47,11,Whirl,Lexicon
47,11,Wild + Ready,Lexicon
47,11,You Are an Equal,Lexicon
47,11,You Are My Family,Lexicon
47,11,You Are Whole,Lexicon
47,11,You Encourage Us,Lexicon
47,11,Your Allies,Lexicon
48,12,A Quiet Nudge,Lexicon
48,12,Accept It,Lexicon
48,12,Accepting,Lexicon
48,12,Ace of Diamonds,Oracle
48,12,Act of Love,Lexicon
48,12,Adaptive,Lexicon
48,12,Affirming,Lexicon
48,12,All of Time,Lexicon
48,12,Alluring,Lexicon
48,12,An Anvil,Lexicon
48,12,An Isogrid,Lexicon
48,12,Anchors,Lexicon
48,12,Angel Uriel,Angel
48,12,Angel Uriel,Angel
48,12,Animation,Lexicon
48,12,Antimony,Lexicon
48,12,Assume Good,Lexicon
48,12,Astounded,Lexicon
48,12,Basis of Life,Lexicon
48,12,Beautiful Ideas,Lexicon
48,12,Being of Music,Lexicon
48,12,Being-at-Ease,Lexicon
48,12,Benefactor,Lexicon
48,12,Bismuth,Lexicon
48,12,By Any Means,Lexicon
48,12,Choice and Union (2),Oracle
48,12,Considered,Lexicon
48,12,Correct,Lexicon
48,12,Creating,Lexicon
48,12,Culminate,Lexicon
48,12,Curating,Lexicon
48,12,Dawning,Lexicon
48,12,Daystar,Lexicon
48,12,Desert,Lexicon
48,12,Designer,Lexicon
48,12,Desiring,Lexicon
48,12,Discerned,Lexicon
48,12,Do It Now,Lexicon
48,12,Do Not Fear,Lexicon
48,12,Driver,Lexicon
48,12,Each Day Side-by-Side,Lexicon
48,12,Each Human Life,Lexicon
48,12,Ecstasy,Lexicon
48,12,Emanation,Lexicon
48,12,Encouraging,Lexicon
48,12,Enliven,Lexicon
48,12,Envisage,Lexicon
48,12,Expanded,Lexicon
48,12,Fascinate,Lexicon
48,12,Find the Good,Lexicon
48,12,Flow of Life,Lexicon
48,12,Free Energy,Lexicon
48,12,Full Effect,Lexicon
48,12,G Center,Lexicon
48,12,Gaze Upon,Lexicon
48,12,Gentle Joy,Lexicon
48,12,Glowing,Lexicon
48,12,Gold Order,Lexicon
48,12,Gold-Framed,Lexicon
48,12,Golden Lion,Lexicon
48,12,Grandiose,Lexicon
48,12,Grateful,Lexicon
48,12,Grown,Lexicon
48,12,Gryphon,Mythology
48,12,Guardians,Lexicon
48,12,Gyroscope,Lexicon
48,12,High Order,Lexicon
48,12,Highest,Lexicon
48,12,Hold My Hand,Lexicon
48,12,Holistic,Lexicon
48,12,Holy Ground,Lexicon
48,12,Honest,Lexicon
48,12,Honesty,Lexicon
48,12,I Am a Maven,Lexicon
48,12,I Am a Teacher,Lexicon
48,12,I Am Calm + Ready,Lexicon
48,12,I Am Favored,Lexicon
48,12,I Am Fulfilled,Lexicon
48,12,I Am Griffin,Lexicon
48,12,I Am Special,Lexicon
48,12,I Am That,Lexicon
48,12,I Feel Like a Bird,Lexicon
48,12,Igniting,Lexicon
48,12,Immediately,Lexicon
48,12,In Motion,Lexicon
48,12,In My Bones,Lexicon
48,12,Inclusion,Lexicon
48,12,Jewelry,Lexicon
48,12,Key of Light,Lexicon
48,12,King + Queen,Lexicon
48,12,Lateral,Lexicon
48,12,Learner,Lexicon
48,12,Life's Call,Lexicon
48,12,Light of God,Lexicon
48,12,Light of Good,Lexicon
48,12,Linear Ray,Lexicon
48,12,Literal,Lexicon
48,12,Made of All Life,Lexicon
48,12,Majesty,Lexicon
48,12,Make Beautiful,Lexicon
48,12,Marching,Lexicon
48,12,Messaged,Lexicon
48,12,Minty-Cool,Lexicon
48,12,Morals,Lexicon
48,12,More Focused,Lexicon
48,12,Mountain,Lexicon
48,12,My Behavior,Lexicon
48,12,Nephilim,Angel
48,12,New Bodies,Lexicon
48,12,No Risk,Lexicon
48,12,Optimum,Lexicon
48,12,Opulent,Lexicon
48,12,Our Design,Lexicon
48,12,Our Heaven,Lexicon
48,12,Perfect,Lexicon
48,12,Phoenix,Mythology
48,12,Physical Body,Lexicon
48,12,Pixie-Like,Lexicon
48,12,Planet,Celestial
48,12,Plant,Lexicon
48,12,Plenty,Lexicon
48,12,Podcast,Lexicon
48,12,Poetically,Lexicon
48,12,Ready to See,Lexicon
48,12,Realism,Lexicon
48,12,Reflected,Lexicon
48,12,Revive,Lexicon
48,12,Rigorous,Lexicon
48,12,Saturday,Calendar
48,12,Seed of Love,Lexicon
48,12,Service,Lexicon
48,12,Shining,Lexicon
48,12,Supply,Lexicon
48,12,Synarchy,Lexicon
48,12,Tattoo,Lexicon
48,12,The Comedian,Lexicon
48,12,The Era of Good,Lexicon
48,12,The Holy One,Lexicon
48,12,The Joy of Good Food,Lexicon
48,12,The Sun,Oracle
48,12,Tiny House,Lexicon
48,12,To Glow,Lexicon
48,12,To Shine,Lexicon
48,12,Tower,Lexicon
48,12,Trophy,Lexicon
48,12,Unhindered,Lexicon
48,12,Unhurried,Lexicon
48,12,Uninhibited,Lexicon
48,12,Use Your Voice,Lexicon
48,12,Utilized,Lexicon
48,12,Validated,Lexicon
48,12,Vast,Lexicon
48,12,Verchiel,Angel
48,12,Very Glad,Lexicon
48,12,Vibrate,Lexicon
48,12,Visit,Lexicon
48,12,Wanted,Lexicon
48,12,Water,Lexicon
48,12,Wildfire,Lexicon
48,12,Winding,Lexicon
48,12,Write,Lexicon
48,12,You Have a Gift,Lexicon
48,12,You Have Succeeded,Lexicon
48,12,You Hold the Key,Lexicon
48,12,Your Design,Lexicon
48,12,Your Heaven,Lexicon
49,13,A Scroll,Lexicon
49,13,Advancing,Lexicon
49,13,Advisor,Lexicon
49,13,Affiliating,Lexicon
49,13,Allowance,Lexicon
49,13,Amplifier,Lexicon
49,13,An Azure Body,Lexicon
49,13,An Offering,Lexicon
49,13,Anchoring,Lexicon
49,13,Angel Blue Aura,Lexicon
49,13,Angel-King,Lexicon
49,13,Angel-Queen,Lexicon
49,13,Angelic Union,Lexicon
49,13,Approached,Lexicon
49,13,Bear Fruit,Lexicon
49,13,Cadence of Music,Lexicon
49,13,Calculation,Lexicon
49,13,Caressed,Lexicon
49,13,Casting,Lexicon
49,13,Change Color,Lexicon
49,13,Choice Point,Lexicon
49,13,Choose Love,Lexicon
49,13,Chrysopoeia,Mythology
49,13,Coherent,Lexicon
49,13,Collection,Lexicon
49,13,Comforted,Lexicon
49,13,Community,Lexicon
49,13,Complete,Lexicon
49,13,Confetti,Lexicon
49,13,Continual,Lexicon
49,13,Coordinated,Lexicon
49,13,Creative,Lexicon
49,13,Crossed,Lexicon
49,13,Deserve,Lexicon
49,13,Director,Lexicon
49,13,Do Your Best,Lexicon
49,13,Dream Wife,Lexicon
49,13,Dynamism,Lexicon
49,13,Edenic Garden,Lexicon
49,13,Eloquent,Lexicon
49,13,Embarking,Lexicon
49,13,Enjoying Good Food,Lexicon
49,13,Enriching,Lexicon
49,13,Evocateur,Lexicon
49,13,Exceedingly,Lexicon
49,13,Excitedly,Lexicon
49,13,Exhaling,Lexicon
49,13,Expect,Lexicon
49,13,Fatherhood,Lexicon
49,13,Feel Light,Lexicon
49,13,Feeling of Home,Lexicon
49,13,First,Lexicon
49,13,Flashes,Lexicon
49,13,Fluently,Lexicon
49,13,Forest,Lexicon
49,13,Forever,Lexicon
49,13,Free Flow,Lexicon
49,13,Gnostic,Lexicon
49,13,Gold Sheen,Lexicon
49,13,Golden Gate,Lexicon
49,13,Good Sense,Lexicon
49,13,Goodness,Lexicon
49,13,Graduation,Lexicon
49,13,Greater,Lexicon
49,13,Grounding,Lexicon
49,13,Guaranteed,Lexicon
49,13,Handshake,Lexicon
49,13,Happy Belly,Lexicon
49,13,Happy Today,Lexicon
49,13,Have Faith,Lexicon
49,13,Here Now,Lexicon
49,13,High Desire,Lexicon
49,13,High Fidelity,Lexicon
49,13,Higher Ideas,Lexicon
49,13,Holy of Holies,Lexicon
49,13,Humankind,Lexicon
49,13,I Am Pleased,Lexicon
49,13,I Am Rejoicing,Lexicon
49,13,I Am Your Angel,Lexicon
49,13,I Am. I Am Now.,Lexicon
49,13,I Choose Love,Lexicon
49,13,I Create Beauty,Lexicon
49,13,Implicit,Lexicon
49,13,Inner Life,Lexicon
49,13,Introduced,Lexicon
49,13,Jewels,Lexicon
49,13,Jupiter,Celestial
49,13,Kaleidoscope,Lexicon
49,13,Kingdom of God,Lexicon
49,13,Laser-Beam,Lexicon
49,13,Lime Green,Color
49,13,Lyrans,Celestial
49,13,Made Aware Of,Lexicon
49,13,Magic Wand,Lexicon
49,13,Make a Decision,Lexicon
49,13,Many-Colored,Lexicon
49,13,Matchies,Lexicon
49,13,Material,Lexicon
49,13,Memories,Lexicon
49,13,Methodology,Lexicon
49,13,Much to Say,Lexicon
49,13,My Angel Blue Body,Lexicon
49,13,Nap Time,Lexicon
49,13,Nourished,Lexicon
49,13,Numerology,Lexicon
49,13,Obsessed,Lexicon
49,13,On Our Mind,Lexicon
49,13,On Your Mind,Lexicon
49,13,Our Angelic Guide,Lexicon
49,13,Peach Rose,Lexicon
49,13,Practiced,Lexicon
49,13,Profited,Lexicon
49,13,Provided,Lexicon
49,13,Pull a Card,Oracle
49,13,Purchase,Lexicon
49,13,Quite a Feat,Lexicon
49,13,Radiating,Lexicon
49,13,Real Time,Lexicon
49,13,Receiving,Lexicon
49,13,Recording,Lexicon
49,13,Remember,Lexicon
49,13,Reward,Lexicon
49,13,Savored,Lexicon
49,13,Seek Me Out,Lexicon
49,13,Selling,Lexicon
49,13,Signifier,Lexicon
49,13,Smiles,Lexicon
49,13,Spark,Lexicon
49,13,Splenic,Lexicon
49,13,Still,Lexicon
49,13,Studious,Lexicon
49,13,Success,Lexicon
49,13,Summary,Lexicon
49,13,Summer,Calendar
49,13,Swaying,Lexicon
49,13,Sweet,Lexicon
49,13,Swing,Lexicon
49,13,Talking,Lexicon
49,13,The Body Keys,Lexicon
49,13,The Diamond,Lexicon
49,13,The Dream,Lexicon
49,13,The Elegance,Lexicon
49,13,The Eyes of God,Lexicon
49,13,The Ideal Use,Lexicon
49,13,The Medium of You,Lexicon
49,13,The Music,Lexicon
49,13,Thought,Lexicon
49,13,To Receive,Lexicon
49,13,Unlimited,Lexicon
49,13,Unrushed,Lexicon
49,13,Vector,Lexicon
49,13,Victor,Lexicon
49,13,Victory,Lexicon
49,13,Vindicate,Lexicon
49,13,We Are Gold,Lexicon
49,13,We Are Ready,Lexicon
49,13,We Honor You,Lexicon
49,13,We Proceed,Lexicon
49,13,Wealth,Lexicon
49,13,Wealthy,Lexicon
49,13,Weaver,Lexicon
49,13,West,Lexicon
49,13,Wings,Lexicon
49,13,Wondered,Lexicon
49,13,You Are a Miracle,Lexicon
49,13,You Are Encouraged,Lexicon
49,13,You Will Feel,Lexicon
49,13,Your Angelic Guide,Lexicon
49,13,Your Pixie Body,Lexicon
49,13,Yours Alone,Lexicon
50,5,A Cosmic Pool,Lexicon
50,5,A Milky Sky,Lexicon
50,5,A New Moon,Lexicon
50,5,Absolutely,Lexicon
50,5,Amulets,Lexicon
50,5,Angel of Guidance,Lexicon
50,5,Angel Oracle,Lexicon
50,5,Angelic Guides,Lexicon
50,5,Animate Life,Lexicon
50,5,Apothecary,Lexicon
50,5,Archeia Aurora,Angel
50,5,Archetype,Lexicon
50,5,Archimedes,Lexicon
50,5,As You See Fit,Lexicon
50,5,Basic Theme,Lexicon
50,5,Be Here Now,Lexicon
50,5,Be Still,Lexicon
50,5,Beauty Is All,Lexicon
50,5,Begets Life,Lexicon
50,5,Being of Sound,Lexicon
50,5,Bestow,Lexicon
50,5,Bevvies,Lexicon
50,5,Blossom,Lexicon
50,5,Blue + White,Lexicon
50,5,Blue Angels,Lexicon
50,5,Body Wisdom,Lexicon
50,5,Bridge Builder,Lexicon
50,5,Cathedral,Lexicon
50,5,Cocreating,Lexicon
50,5,Colossal,Lexicon
50,5,Commander,Lexicon
50,5,Conclusion,Lexicon
50,5,Contacted,Lexicon
50,5,Continuum,Lexicon
50,5,Decide to Wake,Lexicon
50,5,Defenders,Lexicon
50,5,Depend on Me,Lexicon
50,5,Designing,Lexicon
50,5,Dewdrop,Lexicon
50,5,Dimension,Lexicon
50,5,Diplomat,Lexicon
50,5,Divine Urge,Lexicon
50,5,Dollars,Lexicon
50,5,Emperor,Oracle
50,5,Eternal,Lexicon
50,5,Exist,Lexicon
50,5,Facilitated,Lexicon
50,5,Feeling Calm,Lexicon
50,5,Fiery Glow,Lexicon
50,5,Figure Eight,Lexicon
50,5,Find Your Way,Lexicon
50,5,Finding Home,Lexicon
50,5,Fixation,Lexicon
50,5,Flashing,Lexicon
50,5,"Fluid, Graceful",Lexicon
50,5,Fragrance,Lexicon
50,5,Friend + Ally,Lexicon
50,5,Gallant,Lexicon
50,5,Garden of Life,Lexicon
50,5,Genetic Codon,Lexicon
50,5,Gesture,Lexicon
50,5,Gilgamesh,Mythology
50,5,Gold Dragon,Lexicon
50,5,Governed,Lexicon
50,5,Happy Feet,Lexicon
50,5,Havasupai,Place
50,5,Hero of Time,Lexicon
50,5,I Am a Good Friend,Lexicon
50,5,I Am Equipped,Lexicon
50,5,I Am Now Guided,Lexicon
50,5,I Am Reborn,Lexicon
50,5,I Delight in You,Lexicon
50,5,Kind Magician,Lexicon
50,5,Kitsune,Mythology
50,5,Large Enough,Lexicon
50,5,Laughter,Lexicon
50,5,Learning,Lexicon
50,5,Lesson,Lexicon
50,5,Levels,Lexicon
50,5,Lifebreath,Lexicon
50,5,Lightened,Lexicon
50,5,Lighter,Lexicon
50,5,Lightyear,Lexicon
50,5,Liquid Color,Lexicon
50,5,Little,Lexicon
50,5,Live Deeply,Lexicon
50,5,Majestic,Lexicon
50,5,Marvel,Lexicon
50,5,Matching,Lexicon
50,5,Meaningful,Lexicon
50,5,Methods,Lexicon
50,5,Millennia,Lexicon
50,5,Miracles,Lexicon
50,5,Miraculous,Lexicon
50,5,Moonrise,Lexicon
50,5,Moonscape,Lexicon
50,5,More Dynamic,Lexicon
50,5,More Love,Lexicon
50,5,Muscular,Lexicon
50,5,My Impact,Lexicon
50,5,My Oracles,Lexicon
50,5,Natural,Lexicon
50,5,Neptune,Celestial
50,5,New Gold Body,Lexicon
50,5,New Moon,Calendar
50,5,New Name,Lexicon
50,5,New Reality,Lexicon
50,5,Only the Good,Lexicon
50,5,Open Freely,Lexicon
50,5,Open-Minded,Lexicon
50,5,Organize,Lexicon
50,5,Our Baseline,Lexicon
50,5,Our Heart,Lexicon
50,5,Our Light,Lexicon
50,5,Page of Cups,Lexicon
50,5,Pearly Halo,Lexicon
50,5,Pixie Bodies,Lexicon
50,5,Platonic,Lexicon
50,5,Pleasure,Lexicon
50,5,Pleiadians,Celestial
50,5,Polaris,Celestial
50,5,Predicted,Lexicon
50,5,Pride and Joy,Lexicon
50,5,Primary,Lexicon
50,5,Pronounce,Lexicon
50,5,Quantum,Lexicon
50,5,Quickening,Lexicon
50,5,Quill + Ink,Lexicon
50,5,Recalling,Lexicon
50,5,Relation,Lexicon
50,5,Rippled,Lexicon
50,5,Riveted,Lexicon
50,5,Sacred Dance,Lexicon
50,5,Sage Green,Color
50,5,Scientific,Lexicon
50,5,Seer of Beauty,Lexicon
50,5,Sensual,Lexicon
50,5,Shown,Lexicon
50,5,Significance,Lexicon
50,5,Simplify,Lexicon
50,5,Smiling,Lexicon
50,5,Soulmate,Lexicon
50,5,Specifics,Lexicon
50,5,Spiral,Lexicon
50,5,Stated,Lexicon
50,5,Surging,Lexicon
50,5,Sword,Lexicon
50,5,Symbols,Lexicon
50,5,Take Time,Lexicon
50,5,Tested,Lexicon
50,5,The Glory,Lexicon
50,5,The Magician,Oracle
50,5,The Top,Lexicon
50,5,Thematic,Lexicon
50,5,Thunder,Lexicon
50,5,Tokens,Lexicon
50,5,Totally,Lexicon
50,5,Triforce,Lexicon
50,5,True Black,Lexicon
50,5,Unshakable,Lexicon
50,5,Unshakeable,Lexicon
50,5,Upgrading,Lexicon
50,5,Verbally,Lexicon
50,5,Waiting,Lexicon
50,5,Walks,Lexicon
50,5,We Are Free,Lexicon
50,5,We Are Held,Lexicon
50,5,We Encourage,Lexicon
50,5,We Encourage You,Lexicon
50,5,Wednesday,Calendar
50,5,Welcome Back,Lexicon
50,5,Well Done,Lexicon
50,5,Whole Being,Lexicon
50,5,With Me,Lexicon
50,5,Words,Lexicon
50,5,"You and Me, For Good",Lexicon
50,5,You Are a Golden God,Lexicon
50,5,You Are a Light,Lexicon
50,5,You Are an Angel,Lexicon
50,5,You Are Light,Lexicon
50,5,You Are Lovable,Lexicon
50,5,You Are Well,Lexicon
50,5,Your Baseline,Lexicon
50,5,Your Heart,Lexicon
50,5,Your Light,Lexicon
50,5,Yummy Energy,Lexicon
51,6,A Crisp Edge,Lexicon
51,6,A New Body of Belief,Lexicon
51,6,Accompanied by Coffee,Lexicon
51,6,Activate,Lexicon
51,6,Activity,Lexicon
51,6,Adamantine,Lexicon
51,6,Adjustable,Lexicon
51,6,Aeternum,Lexicon
51,6,Agitator,Lexicon
51,6,Alleviate,Lexicon
51,6,An Image of a Man,Lexicon
51,6,Analyst,Lexicon
51,6,Ancient One,Lexicon
51,6,Angel of Union,64 Angels
51,6,Angelic King,Lexicon
51,6,Angelic Queen,Lexicon
51,6,Angels in You,Lexicon
51,6,Announcing,Lexicon
51,6,Aphrodite,Mythology
51,6,As Received,Lexicon
51,6,Attitude,Lexicon
51,6,Aurora Flame,Lexicon
51,6,Authentic,Lexicon
51,6,Authors,Lexicon
51,6,Avatar Body,Lexicon
51,6,Awakener,Lexicon
51,6,Be Natural,Lexicon
51,6,Beam of Light,Lexicon
51,6,Beautiful Man,Lexicon
51,6,Beauty. Beauty. Beauty.,Lexicon
51,6,Benevolence,Lexicon
51,6,Brimming,Lexicon
51,6,Brother,Lexicon
51,6,Callisto,Mythology
51,6,Celestial,Lexicon
51,6,Certitude,Lexicon
51,6,Chatoyant,Lexicon
51,6,Clear to Me,Lexicon
51,6,Collaborate,Lexicon
51,6,Combination,Lexicon
51,6,Communicate,Lexicon
51,6,Counselor,Lexicon
51,6,Culminated,Lexicon
51,6,Directing,Lexicon
51,6,Discover,Lexicon
51,6,Discovery,Lexicon
51,6,Divine Child,Lexicon
51,6,Ecstatic,Lexicon
51,6,Embodiment,Lexicon
51,6,Embody This,Lexicon
51,6,Emission,Lexicon
51,6,Enlivened,Lexicon
51,6,Every Cell,Lexicon
51,6,Excess,Lexicon
51,6,Explain,Lexicon
51,6,Factors,Lexicon
51,6,Favorite,Lexicon
51,6,Final Note,Lexicon
51,6,Forecast,Lexicon
51,6,Forgiven,Lexicon
51,6,Fountainhead,Lexicon
51,6,Fruit of Life,Geometry
51,6,Fulfilling,Lexicon
51,6,Garden of Eden,Lexicon
51,6,Givers,Lexicon
51,6,Go Inward,Lexicon
51,6,Gold Flash,Lexicon
51,6,Gold Skin,Lexicon
51,6,Gold-Making,Lexicon
51,6,Golden Flame,Lexicon
51,6,Good Outcomes,Lexicon
51,6,Guidepost,Lexicon
51,6,Hand-in-Hand,Lexicon
51,6,Hearts,Oracle
51,6,Heavenly God,Lexicon
51,6,Hedonist,Lexicon
51,6,Heed the Call,Lexicon
51,6,Here It Is,Lexicon
51,6,Hermitage,Lexicon
51,6,History,Lexicon
51,6,Horizon,Lexicon
51,6,I Am Elegant,Lexicon
51,6,I Am Gentle,Lexicon
51,6,I Am Honorable,Lexicon
51,6,I Am Overjoyed,Lexicon
51,6,I Am Reminded,Lexicon
51,6,Icosahedron,Geometry
51,6,Infinitely,Lexicon
51,6,Influencer,Lexicon
51,6,Innocent,Lexicon
51,6,Invincible,Lexicon
51,6,Kaleidoscopic,Lexicon
51,6,Knives,Lexicon
51,6,Leading Role,Lexicon
51,6,Leap of Faith,Lexicon
51,6,Liberation,Lexicon
51,6,Life Is so Good,Lexicon
51,6,Life-Giving,Lexicon
51,6,Linchpin,Lexicon
51,6,Listen,Lexicon
51,6,Lone Wolf,Lexicon
51,6,Loud and Clear,Lexicon
51,6,M41 (Little Beehive Cluster),Celestial
51,6,Magic Memory,Lexicon
51,6,Magnesium,Lexicon
51,6,Main Topic,Lexicon
51,6,Mantra,Lexicon
51,6,Masons,Lexicon
51,6,Midnight,Lexicon
51,6,Money Is Easy,Lexicon
51,6,Moon Gems,Lexicon
51,6,Morning,Calendar
51,6,Muscles,Lexicon
51,7,My Champion,Lexicon
51,6,My Patience,Lexicon
51,6,My Skill,Lexicon
51,6,My Title,Lexicon
51,6,New York,Place
51,6,Now Rich,Lexicon
51,6,Numbers,Lexicon
51,6,Omniscience,Lexicon
51,6,Opalescence,Lexicon
51,6,Opened by Our Choice,Lexicon
51,6,Opened by Your Choice,Lexicon
51,6,Opening Up,Lexicon
51,6,Others,Lexicon
51,6,Our Formula,Lexicon
51,6,Our Kind Eyes,Lexicon
51,7,Our Kingdom,Lexicon
51,6,Outsize,Lexicon
51,6,Outward,Lexicon
51,6,Polarity,Lexicon
51,6,Portal,Lexicon
51,6,Prism,Lexicon
51,6,Project,Lexicon
51,6,Promise,Lexicon
51,6,Proof of Beauty,Lexicon
51,6,Provoke,Lexicon
51,6,Pulses,Lexicon
51,6,Punch Line,Lexicon
51,6,Purist,Lexicon
51,6,Quadruple,Lexicon
51,6,Reawaken,Lexicon
51,6,Rebirth,Lexicon
51,6,Reclaiming,Lexicon
51,6,Research,Lexicon
51,6,Resilience,Lexicon
51,6,Revived,Lexicon
51,6,Ring Nebula,Celestial
51,6,Rooted in Joy,Lexicon
51,6,Ruminate,Lexicon
51,6,Sacred Beauty,Lexicon
51,6,Satisfying,Lexicon
51,6,See Light,Lexicon
51,6,Selaphiel,Angel
51,6,Share It,Lexicon
51,6,Sharing,Lexicon
51,6,Silent,Lexicon
51,6,Smolder,Lexicon
51,6,Solid Rock,Lexicon
51,6,South Node,Celestial
51,6,Sunlit,Lexicon
51,6,Supreme,Lexicon
51,6,Swell,Lexicon
51,6,Take Note,Lexicon
51,6,Target,Lexicon
51,6,Testify,Lexicon
51,6,Text,Lexicon
51,6,The Body Oracle,Lexicon
51,6,The Feeling,Lexicon
51,6,The Gift of You,Lexicon
51,6,The Good in Me,Lexicon
51,6,The Logos,Lexicon
51,6,The New,Lexicon
51,6,The Rose,Lexicon
51,6,This Era,Lexicon
51,6,Thorus,Name
51,6,Thunder Bay,Place
51,6,To Share,Lexicon
51,6,Toward,Lexicon
51,6,Triple,Lexicon
51,6,True Decadence,Lexicon
51,6,True Grace,Lexicon
51,6,True Name,Lexicon
51,6,Ultimate,Lexicon
51,6,Unchanging,Lexicon
51,6,Unshaken,Lexicon
51,6,Uriel + Aurora,Angel
51,6,Use Well,Lexicon
51,6,Verifying,Lexicon
51,6,Visited,Lexicon
51,6,Walking,Lexicon
51,6,Way of Feeling,Lexicon
